"Con","Contp","PP","Reg","AgtId","Ver.x","N_characters.x","CowWar.x","BanPers.x","LaRefRet.x","TjPower.x","TjVic.x"
"Afghanistan","Government",2,"Europe and Eurasia",1739,2,10203,851,0,0,0,0
"Afghanistan","Government",2,"Europe and Eurasia",553,1,8371,851,0,0,0,0
"Afghanistan","Government",1,"Europe and Eurasia",409,1,10644,851,0,1,0,0
"Afghanistan","Government",1,"Europe and Eurasia",482,1,2434,851,0,0,0,0
"Algeria","Government",3,"Middle East and North Africa",1595,1,31542,875,0,0,0,0
"Algeria","Government",3,"Middle East and North Africa",1738,1,20128,875,0,0,0,2
"Algeria","Government",3,"Middle East and North Africa",1737,1,17090,875,0,0,0,2
"Algeria","Government",3,"Middle East and North Africa",1255,1,25404,875,0,0,0,1
"Algeria","Government",3,"Middle East and North Africa",1044,1,7534,875,0,0,0,1
"Algeria","Government",3,"Middle East and North Africa",484,1,24372,875,0,0,1,0
"Angola","Government",4,"Africa (excl MENA)",978,1,45258,907,0,0,0,0
"Angola","Government",4,"Africa (excl MENA)",305,1,7584,907,0,0,0,1
"Angola","Government",4,"Africa (excl MENA)",299,1,2894,907,0,0,0,0
"Angola","Government",4,"Africa (excl MENA)",300,1,3614,907,0,0,0,0
"Angola","Government",4,"Africa (excl MENA)",301,1,2894,907,0,0,0,1
"Angola","Government",4,"Africa (excl MENA)",1,1,2756,907,0,0,0,0
"Angola","Government",4,"Africa (excl MENA)",439,1,138110,880,0,0,0,0
"Angola","Government",4,"Africa (excl MENA)",1318,1,2798,880,0,0,0,0
"Angola","Government",4,"Africa (excl MENA)",207,1,2283,804,0,0,0,0
"Angola","Government",4,"Africa (excl MENA)",1316,1,76149,880,0,0,0,0
"Angola","Government",4,"Africa (excl MENA)",1319,1,27131,880,0,0,0,0
"Angola","Government",4,"Africa (excl MENA)",1317,1,3437,880,0,0,0,0
"Angola/Burundi/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes)","Government",6,"Africa (excl MENA)",668,1,31012,905,0,0,0,0
"Angola/Burundi/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes)","Government",6,"Africa (excl MENA)",349,1,25745,905,0,0,0,0
"Angola/Burundi/Central African Republic/Democratic Republic of Congo/Republic of Congo/Rwanda/South Africa/South Sudan/Tanzania/Uganda/Zambia/(African Great Lakes)","Government",6,"Africa (excl MENA)",789,1,7236,905,0,0,0,0
"Angola/Cabinda ","Government/territory",137,"Africa (excl MENA)",1336,1,194252,907,1,0,0,0
"Angola/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes)","Government",6,"Africa (excl MENA)",1062,1,21505,905,0,0,0,0
"Armenia/Azerbaijan/(Nagorno-Karabakh)","Government/territory",8,"Europe and Eurasia",1926,2,1253,872,0,0,0,0
"Armenia/Azerbaijan/(Nagorno-Karabakh)","Government/territory",8,"Europe and Eurasia",1687,1,1315,872,0,0,0,0
"Armenia/Azerbaijan/(Nagorno-Karabakh)","Government/territory",8,"Europe and Eurasia",1686,1,2049,872,0,0,0,0
"Armenia/Azerbaijan/(Nagorno-Karabakh)","Government/territory",8,"Europe and Eurasia",1684,1,5177,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1733,1,1841,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",990,1,1836,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Territory",8,"Europe and Eurasia",310,1,2812,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1732,1,1771,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1731,1,2445,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1730,1,839,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1729,1,1481,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1728,1,2079,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1727,1,830,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1726,1,1071,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1725,1,2040,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1724,1,753,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1723,1,582,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1722,1,1432,872,0,0,0,0
"Armenia/Azerbaijan/Nagorno-Karabakh","Government/territory",8,"Europe and Eurasia",1721,1,995,872,0,0,0,0
"Armenia/Azerbaijan/(Nagorno-Karabakh)","Government/territory",8,"Europe and Eurasia",1683,1,3248,872,0,0,0,0
"Armenia/Azerbaijan/Russia/(Nagorno-Karabakh)","Government/territory",8,"Europe and Eurasia",1925,2,1445,872,0,0,0,0
"Armenia/Azerbaijan/Russia/(Nagorno-Karabakh)","Government/territory",8,"Europe and Eurasia",1685,1,1139,872,0,0,0,2
"Armenia/Azerbaijan/Russia/(Nagorno-Karabakh)","Government/territory",8,"Europe and Eurasia",823,1,2208,872,0,0,0,0
"Armenia/Azerbaijan/Russia/(Nagorno-Karabakh)","Government/territory",8,"Europe and Eurasia",611,1,5666,872,0,0,0,0
"(Bougainville)/(United Nations)","Government/territory",9,"Cross-regional",1287,1,2719,854,0,0,0,0
"Burundi","Government",141,"Africa (excl MENA)",1908,2,2845,918,0,0,0,0
"Burundi","Government",141,"Africa (excl MENA)",1934,2,5130,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",713,1,7395,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",1907,2,2378,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",712,1,4291,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",1905,2,6238,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",711,1,1879,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",336,1,31235,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",702,1,18163,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",1421,1,114813,918,0,0,1,0
"Burundi","Government",16,"Africa (excl MENA)",202,1,8462,918,0,0,0,0
"Burundi","Inter-group",148,"Africa (excl MENA)",2034,2,5210,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",1419,1,6616,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",568,1,7337,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",565,1,76097,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",584,1,6005,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",582,1,10370,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",1304,1,1901,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",1904,2,4790,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",321,1,23818,918,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",1425,1,114277,918,0,1,1,3
"Burundi","Government",16,"Africa (excl MENA)",306,1,331603,883,1,1,0,3
"Burundi","Government",16,"Africa (excl MENA)",380,1,10649,883,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",303,1,26662,883,0,0,0,0
"Burundi","Government",16,"Africa (excl MENA)",1045,1,8319,883,0,0,0,0
"Cambodia","Government",17,"Asia and Pacific",196,1,2249,857,0,0,0,0
"Cambodia","Government",17,"Asia and Pacific",243,1,9722,857,0,0,0,0
"Cambodia","Government",17,"Asia and Pacific",252,1,58401,857,0,1,0,0
"Cambodia","Government",17,"Asia and Pacific",378,1,9482,857,0,0,0,0
"Cambodia","Government",17,"Asia and Pacific",364,1,4725,857,0,0,0,0
"Cambodia","Government",17,"Asia and Pacific",1332,1,23288,857,0,0,0,0
"Central African Republic/Chad/Sudan/(Darfur)","Territory",21,"Africa (excl MENA)",133,1,3106,927,0,0,0,0
"Chad","Government",26,"Africa (excl MENA)",804,1,4743,937,0,0,0,0
"Chad","Government",26,"Africa (excl MENA)",762,1,5589,937,0,0,0,0
"Chad","Government",26,"Africa (excl MENA)",761,1,5168,937,0,0,0,0
"Chad","Government",26,"Africa (excl MENA)",1265,1,24865,937,0,0,0,0
"Chad","Government",22,"Africa (excl MENA)",615,1,3791,906,0,0,0,0
"Chad","Government",22,"Africa (excl MENA)",910,1,3278,906,0,0,0,0
"Colombia","Government",144,"Americas",2045,2,4138,856,0,0,0,0
"Colombia","Government",144,"Americas",2043,2,4464,856,0,0,0,0
"Colombia","Government",144,"Americas",1890,2,1453,856,0,0,0,0
"Colombia","Government",144,"Americas",1937,2,1695,856,0,0,0,0
"Colombia","Government",144,"Americas",1936,2,1561,856,0,0,0,0
"Colombia","Government",101,"Americas",1845,2,908459,856,0,1,1,3
"Colombia","Inter-group",101,"Americas",2127,2,2808,856,0,0,0,1
"Colombia","Government/territory",101,"Americas",2068,2,3973,856,0,0,0,0
"Colombia","Government",101,"Americas",1821,2,3358,856,0,0,0,0
"Colombia","Government",101,"Americas",2065,2,809,856,0,0,0,0
"Colombia","Government",101,"Americas",1736,2,30456,856,0,0,0,0
"Colombia","Government",101,"Americas",1796,2,63723,856,0,0,0,3
"Colombia","Government",101,"Americas",1655,2,8485,856,0,0,0,1
"Colombia","Government",101,"Americas",1656,2,6954,856,0,0,0,0
"Colombia","Government",101,"Americas",1935,2,9335,856,0,0,0,1
"Colombia","Government",101,"Americas",1548,2,3543,856,0,0,0,0
"Colombia","Government",101,"Americas",1549,2,2703,856,0,0,0,0
"Colombia","Government",101,"Americas",1547,1,174228,856,0,1,0,3
"Colombia","Government",101,"Americas",1368,1,16927,856,0,0,0,2
"Colombia","Government",101,"Americas",1369,1,5409,856,0,0,0,3
"Colombia","Government",101,"Americas",1397,1,3287,856,0,0,0,0
"Colombia","Government",101,"Americas",1398,1,26386,856,0,0,0,3
"Colombia","Government",101,"Americas",1396,1,2578,856,0,0,0,1
"Colombia","Government",101,"Americas",1395,1,6276,856,0,0,0,0
"Colombia","Government",101,"Americas",1394,1,1303,856,0,0,0,1
"Colombia","Government",101,"Americas",1392,1,12664,856,0,0,0,2
"Colombia","Government",101,"Americas",1391,1,3289,856,0,0,0,2
"Colombia","Government",101,"Americas",817,1,56942,856,0,1,0,2
"Colombia","Government",101,"Americas",815,1,71334,856,0,0,0,0
"Colombia","Government",101,"Americas",812,1,52892,856,0,0,0,1
"Colombia","Government",101,"Americas",786,1,8733,856,0,0,0,2
"Colombia","Government",100,"Americas",827,1,2842,856,0,0,0,0
"Colombia","Government",100,"Americas",146,1,7247,856,0,0,0,0
"Colombia","Government",100,"Americas",167,1,4173,856,0,0,0,0
"Colombia","Government",99,"Americas",153,1,5723,856,0,0,0,0
"Colombia","Government",99,"Americas",1144,1,2012,856,0,0,0,0
"Colombia","Government",99,"Americas",157,1,13094,856,0,0,0,0
"Colombia","Government",99,"Americas",1151,1,4881,856,0,0,0,0
"Colombia","Government",99,"Americas",159,1,2928,856,0,0,0,0
"Colombia","Government",99,"Americas",154,1,5474,856,0,0,0,0
"Colombia","Government",99,"Americas",1150,1,3010,856,0,0,0,0
"Colombia","Government",99,"Americas",170,1,6974,856,0,0,0,0
"Colombia","Government",99,"Americas",1142,1,3160,856,0,0,0,0
"Colombia","Government",99,"Americas",1141,1,2239,856,0,0,0,0
"Colombia","Government",99,"Americas",1140,1,2873,856,0,0,0,0
"Colombia","Government",99,"Americas",1138,1,1540,856,0,0,0,0
"Colombia","Government",99,"Americas",145,1,3525,856,0,0,0,0
"Colombia","Inter-group",99,"Americas",184,1,1786,856,0,0,0,0
"Colombia","Government",99,"Americas",1146,1,13239,856,0,0,0,0
"Colombia","Government",99,"Americas",1543,1,5119,856,0,0,0,0
"Colombia","Government",99,"Americas",1126,1,6857,856,0,0,0,1
"Colombia","Government",99,"Americas",1149,1,3002,856,0,0,0,0
"Colombia","Government",99,"Americas",174,1,1207,856,0,0,0,0
"Colombia","Government",99,"Americas",1137,1,5235,856,0,0,0,0
"Colombia","Government",99,"Americas",172,1,3570,856,0,0,0,0
"Colombia","Government",99,"Americas",1136,1,2842,856,0,0,0,0
"Colombia","Government",99,"Americas",1139,1,3613,856,0,0,0,0
"Colombia","Government",99,"Americas",1134,1,6028,856,0,0,0,0
"Colombia","Government",99,"Americas",1135,1,3062,856,0,0,0,0
"Colombia","Government",99,"Americas",160,1,8299,856,0,0,0,0
"Colombia","Government",99,"Americas",161,1,5506,856,0,0,0,0
"Colombia","Government",99,"Americas",183,1,2545,856,0,0,0,0
"Colombia","Government",99,"Americas",1133,1,7002,856,0,0,0,0
"Colombia","Government",99,"Americas",1132,1,1884,856,0,0,0,0
"Colombia","Government",99,"Americas",165,1,4123,856,0,0,0,0
"Colombia","Government",99,"Americas",176,1,3261,856,0,0,0,0
"Colombia","Government",99,"Americas",177,1,1874,856,0,0,0,0
"Colombia","Government",99,"Americas",178,1,8655,856,0,0,0,0
"Colombia","Government",99,"Americas",179,1,2646,856,0,0,0,0
"Colombia","Government",99,"Americas",180,1,2248,856,0,0,0,0
"Colombia","Government",99,"Americas",1148,1,2505,856,0,0,0,0
"Colombia","Government",99,"Americas",155,1,3479,856,0,0,0,0
"Colombia","Government",99,"Americas",1131,1,2825,856,0,0,0,0
"Colombia","Government",99,"Americas",162,1,2474,856,0,0,0,0
"Colombia","Government",99,"Americas",1130,1,1630,856,0,0,0,0
"Colombia","Government",99,"Americas",1129,1,1810,856,0,0,0,0
"Colombia","Government",99,"Americas",1128,1,1625,856,0,0,0,0
"Colombia","Government",99,"Americas",1127,1,1722,856,0,0,0,0
"Colombia","Government",99,"Americas",1145,1,8535,856,0,0,0,0
"Colombia","Government",98,"Americas",150,1,31827,856,0,0,0,0
"Colombia","Government",98,"Americas",156,1,10913,856,0,0,0,0
"Colombia","Government",98,"Americas",171,1,5687,856,0,0,0,0
"Colombia","Government",98,"Americas",1034,1,1724,856,0,0,0,0
"Colombia","Government",98,"Americas",1122,1,2465,856,0,0,0,0
"Colombia","Government",98,"Americas",1124,1,3580,856,0,0,0,0
"Colombia","Government",98,"Americas",1121,1,1968,856,0,0,0,0
"Colombia","Government",98,"Americas",1120,1,6363,856,0,0,0,0
"Colombia","Government",98,"Americas",1119,1,1838,856,0,0,0,0
"Colombia","Government",98,"Americas",1118,1,1958,856,0,0,0,0
"Colombia","Government",98,"Americas",1117,1,2186,856,0,0,0,0
"Colombia","Government",97,"Americas",148,1,9810,856,0,0,0,0
"Colombia","Government",97,"Americas",919,1,1760,856,0,0,0,0
"Colombia","Government",97,"Americas",147,1,22259,856,0,0,0,0
"Colombia","Government",97,"Americas",173,1,28266,856,0,1,0,2
"Colombia","Government",97,"Americas",1111,1,9722,856,0,0,0,0
"Colombia","Government",97,"Americas",1110,1,3465,856,0,0,0,0
"Colombia","Government",97,"Americas",1341,1,4096,856,0,0,0,0
"Colombia","Government",97,"Americas",1109,1,1875,856,0,0,0,0
"Colombia","Government",97,"Americas",164,1,4260,856,0,0,0,0
"Colombia","Government",97,"Americas",1108,1,2458,856,0,0,0,0
"Colombia","Government",97,"Americas",1107,1,1602,856,0,0,0,0
"Colombia","Government",97,"Americas",1106,1,1035,856,0,0,0,0
"Colombia","Government",97,"Americas",1105,1,694,856,0,0,0,0
"Colombia","Government",97,"Americas",1104,1,5126,856,0,0,0,0
"Colombia","Government",97,"Americas",1103,1,1696,856,0,0,0,0
"Colombia","Government",97,"Americas",1102,1,1952,856,0,0,0,0
"Colombia","Government",97,"Americas",163,1,347199,856,0,0,1,3
"Colombia","Government",97,"Americas",1101,1,4633,856,0,0,0,0
"Colombia","Government",97,"Americas",1100,1,2400,856,0,0,0,0
"Colombia","Government",97,"Americas",166,1,5024,856,0,0,0,0
"Colombia","Government",97,"Americas",151,1,23404,856,0,0,0,0
"Colombia","Government",97,"Americas",158,1,2603,856,0,0,0,0
"Colombia","Government",97,"Americas",1098,1,1660,856,0,0,0,0
"Colombia","Government",97,"Americas",149,1,28837,856,0,0,0,2
"Colombia","Government",97,"Americas",1093,1,10429,856,0,0,0,1
"Colombia","Government",97,"Americas",1092,1,2924,856,0,0,0,0
"Colombia","Government",97,"Americas",152,1,22918,856,0,0,0,2
"Colombia","Government",97,"Americas",1096,1,4353,856,0,0,0,0
"Colombia","Government",97,"Americas",1091,1,6148,856,0,0,0,2
"Colombia","Government",97,"Americas",1094,1,2948,856,0,0,0,0
"Colombia","Government",97,"Americas",1095,1,5245,856,0,0,0,0
"Colombia","Government",97,"Americas",1099,1,3345,856,0,0,0,0
"Colombia","Government",97,"Americas",1090,1,3574,856,0,0,0,0
"Colombia","Government",97,"Americas",1089,1,4896,856,0,0,0,0
"Colombia","Government",97,"Americas",1088,1,3225,856,0,0,0,0
"Colombia","Government",97,"Americas",1097,1,2025,856,0,0,0,0
"Colombia","Government",97,"Americas",920,1,4366,856,0,0,0,0
"Colombia","Government",97,"Americas",168,1,8168,856,0,0,0,0
"Colombia/Venezuela","Government",101,"Americas",1083,1,2563,856,0,0,0,0
"Costa Rica/El Salvador/Guatemala/Honduras/Nicaragua","Government",29,"Americas",887,1,12997,828,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",720,1,12270,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",674,1,1000,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",673,1,5444,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",1261,1,1145,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",119,1,25899,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",701,1,17261,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",536,1,13269,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",363,1,10379,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",489,1,12791,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",210,1,14146,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",421,1,7700,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",200,1,2800,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",195,1,5379,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",473,1,10221,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",436,1,28051,925,0,0,0,1
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",1053,1,2653,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",208,1,2121,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",199,1,1650,925,0,0,0,0
"Cote d'Ivoire","Government",5,"Africa (excl MENA)",540,1,16713,925,0,0,0,1
"Croatia/Slovenia/Yugoslavia (former)","Government/territory",126,"Europe and Eurasia",1229,1,11272,864,0,0,0,0
"Croatia/Slovenia/Yugoslavia (former)","Government/territory",127,"Europe and Eurasia",422,1,9048,864,0,0,0,0
"Croatia/Yugoslavia (former)","Government/territory",126,"Europe and Eurasia",1220,1,21160,891,0,1,0,0
"Croatia/Yugoslavia (former)","Government/territory",126,"Europe and Eurasia",1219,1,1678,891,0,0,0,0
"Croatia/Yugoslavia (former)","Government/territory",127,"Europe and Eurasia",287,1,7608,891,0,1,0,0
"Croatia/Yugoslavia (former)","Government/territory",127,"Europe and Eurasia",1218,1,10122,891,0,0,0,0
"Croatia/Yugoslavia (former)","Government",127,"Europe and Eurasia",1217,1,2500,891,0,0,0,0
"Croatia/Yugoslavia (former)","Government/territory",127,"Europe and Eurasia",563,1,4856,891,0,1,0,0
"Croatia/Yugoslavia (former)","Government/territory",127,"Europe and Eurasia",1181,1,2707,891,1,1,0,0
"Croatia/Yugoslavia (former)","Government/territory",127,"Europe and Eurasia",1468,1,3357,891,0,0,0,0
