"Con","Contp","PP","Reg","AgtId","Ver.x","N_characters.x","CowWar.x","BanPers.x","LaRefRet.x","TjPower.x","TjVic.x"
"Philippines/Mindanao","Government/territory",90,"Asia and Pacific",945,1,4339,786,0,0,0,0
"Philippines/Mindanao","Government/territory",90,"Asia and Pacific",406,1,2429,786,0,0,0,0
"Philippines/Mindanao","Government/territory",90,"Asia and Pacific",944,1,1819,786,0,0,0,0
"Philippines/Mindanao","Government/territory",90,"Asia and Pacific",479,1,63606,786,1,0,0,0
"Philippines/Mindanao","Government/territory",90,"Asia and Pacific",187,1,3115,786,0,0,0,0
"Philippines/Mindanao","Government/territory",90,"Asia and Pacific",545,1,8357,786,0,0,0,0
"Republic of Congo","Government",92,"Africa (excl MENA)",1046,1,4353,908,0,0,0,0
"Republic of Congo","Government",92,"Africa (excl MENA)",201,1,11876,908,0,0,0,0
"Republic of Congo","Government",92,"Africa (excl MENA)",198,1,26483,908,0,0,0,2
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",1285,1,1824,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",481,1,945,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",532,1,2669,888,0,0,0,2
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",1284,1,2444,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",1286,1,5470,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",434,1,3262,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",533,1,3423,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",227,1,1778,888,0,0,0,1
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",511,1,5745,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",513,1,4115,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",1283,1,970,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",371,1,24104,888,0,0,1,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",512,1,1901,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",251,1,941,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",365,1,3738,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",1282,1,2755,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",302,1,7081,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",288,1,6464,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",1281,1,666,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",509,1,2996,888,0,0,0,0
"Russia/Chechnya","Government/territory",93,"Europe and Eurasia",510,1,2392,888,0,0,0,0
"Rwanda","Government",47,"Africa (excl MENA)",475,1,9885,886,0,0,0,0
"Rwanda","Government",47,"Africa (excl MENA)",506,1,15104,886,0,0,0,0
"Rwanda","Government",47,"Africa (excl MENA)",507,1,118418,886,0,0,0,0
"Rwanda","Government",47,"Africa (excl MENA)",505,1,19618,886,0,1,0,0
"Rwanda","Government",47,"Africa (excl MENA)",1343,1,22525,886,0,0,0,0
"Rwanda","Government",47,"Africa (excl MENA)",504,1,29514,886,0,0,0,1
"Rwanda","Government",47,"Africa (excl MENA)",503,1,8739,886,0,0,0,0
"Rwanda","Government",47,"Africa (excl MENA)",469,1,9094,886,0,0,0,1
"Sierra Leone","Government",71,"Africa (excl MENA)",1050,1,848,898,0,0,0,0
"Sierra Leone","Government",71,"Africa (excl MENA)",320,1,4967,898,0,0,0,0
"Sierra Leone","Government",71,"Africa (excl MENA)",478,1,53965,898,0,0,0,2
"Sierra Leone","Government",71,"Africa (excl MENA)",63,1,3324,898,0,0,0,0
"Sierra Leone","Government",71,"Africa (excl MENA)",62,1,1261,898,0,0,0,0
"Sierra Leone","Government",71,"Africa (excl MENA)",260,1,2942,898,0,0,0,0
"Sierra Leone","Government",71,"Africa (excl MENA)",330,1,6857,863,0,0,0,0
"Sierra Leone","Government",71,"Africa (excl MENA)",374,1,3700,863,0,0,0,0
"Sierra Leone","Government",71,"Africa (excl MENA)",476,1,19399,863,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",1712,1,3963,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",797,1,4490,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",795,1,4435,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",791,1,10989,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",1403,1,3361,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",1360,1,142251,938,0,0,1,0
"Somalia","Government/territory",87,"Africa (excl MENA)",782,1,12732,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",783,1,11068,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",779,1,4028,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",780,1,3696,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",781,1,4520,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",745,1,32368,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",746,1,6501,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",747,1,5347,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",743,1,563,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",686,1,3100,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",741,1,1008,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",742,1,2233,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",740,1,1477,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",825,1,5054,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",379,1,3245,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",331,1,3789,938,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",1068,1,5251,938,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",590,1,54660,870,0,1,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",359,1,6674,870,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",1682,1,24662,870,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",317,1,16571,870,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",75,1,29213,870,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",907,1,2594,870,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",216,1,13921,870,0,1,0,0
"Somalia","Government",87,"Africa (excl MENA)",267,1,3789,870,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",280,1,3538,870,0,0,0,0
"Somalia","Government",87,"Africa (excl MENA)",567,1,4381,870,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",1677,1,1632,870,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",1713,1,1632,870,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",1678,1,989,870,0,0,0,0
"Somalia","Government/territory",87,"Africa (excl MENA)",1679,1,1079,870,0,0,0,0
"South Sudan","Inter-group",110,"Africa (excl MENA)",1967,2,11368,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",877,1,31411,836,1,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",878,1,39204,836,0,0,0,0
"South Sudan/Sudan","Government/territory",110,"Africa (excl MENA)",856,1,23699,836,0,0,0,0
"South Sudan/Sudan","Government/territory",110,"Africa (excl MENA)",857,1,15253,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",858,1,18772,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",859,1,12104,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",860,1,11916,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",861,1,7310,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",862,1,6605,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",1076,1,42415,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",1077,1,5886,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",865,1,6886,836,0,0,0,0
"South Sudan/Sudan","Government/territory",110,"Africa (excl MENA)",1669,1,9943,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",1374,1,7007,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",1372,1,18194,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",1371,1,6943,836,0,0,0,0
"South Sudan/Sudan","Territory",110,"Africa (excl MENA)",1668,1,2684,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",1800,1,190880,836,1,1,1,2
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",337,1,368567,836,1,1,0,2
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",270,1,63838,836,0,0,0,1
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",576,1,2313,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",574,1,33834,836,1,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",575,1,2598,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",1195,1,2876,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",362,1,4361,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",581,1,8213,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",498,1,74270,836,1,0,0,2
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",385,1,40069,836,1,1,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",275,1,8106,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",233,1,8596,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",461,1,2682,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",451,1,4132,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",453,1,2889,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",440,1,13716,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",913,1,7848,836,0,0,0,0
"South Sudan/Sudan","Government/territory",111,"Africa (excl MENA)",470,1,26104,836,0,0,0,2
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",1039,1,1879,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",550,1,40593,836,1,0,0,1
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",542,1,14498,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",485,1,3369,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",486,1,3243,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",918,1,3354,836,0,0,0,0
"South Sudan/Sudan","Government/territory",109,"Africa (excl MENA)",1021,1,3596,836,0,0,0,0
"South Sudan/Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",1812,1,3955,927,0,0,0,0
"South Sudan/Sudan/(Southern Kordofan - Blue Nile - Abyei)","Government/territory",111,"Africa (excl MENA)",850,1,12104,836,0,0,0,0
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei","Government/territory",111,"Africa (excl MENA)",852,1,8960,836,0,0,0,0
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei","Government/territory",111,"Africa (excl MENA)",750,1,10222,836,0,0,0,1
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei","Government/territory",111,"Africa (excl MENA)",1667,1,2825,836,0,0,0,0
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei","Government/territory",111,"Africa (excl MENA)",830,1,6343,836,0,0,0,0
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei","Government/territory",111,"Africa (excl MENA)",573,1,3300,836,0,0,0,0
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei","Government/territory",111,"Africa (excl MENA)",496,1,22601,836,1,1,0,0
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei","Government/territory",111,"Africa (excl MENA)",583,1,9749,836,0,0,0,0
"South Sudan/Sudan/Southern Kordofan - Blue Nile - Abyei","Government/territory",111,"Africa (excl MENA)",1033,1,9806,836,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1157,1,1139,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1012,1,12693,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1010,1,18741,835,0,1,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1008,1,9948,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1154,1,16826,835,0,0,0,1
"Sri Lanka","Government/territory",114,"Asia and Pacific",1009,1,9015,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1278,1,6874,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1277,1,3492,835,0,0,0,1
"Sri Lanka","Government/territory",114,"Asia and Pacific",1276,1,3181,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1280,1,15981,835,0,1,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1275,1,4951,835,0,0,0,0
"Sri Lanka","Government",114,"Asia and Pacific",1162,1,2178,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1274,1,987,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1273,1,2024,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1161,1,7207,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1160,1,4905,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1155,1,750,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1159,1,7628,835,0,1,0,1
"Sri Lanka","Government/territory",114,"Asia and Pacific",1158,1,3379,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1163,1,4049,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",1011,1,2888,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",548,1,8235,835,0,0,0,0
"Sri Lanka","Government/territory",114,"Asia and Pacific",248,1,16043,835,0,0,0,0
"Sri Lanka","Government/territory",113,"Asia and Pacific",1007,1,56481,835,1,1,1,0
"Sri Lanka","Government/territory",113,"Asia and Pacific",355,1,2903,835,0,0,0,0
"Sudan","Government/territory",21,"Africa (excl MENA)",1829,1,3434,927,0,0,0,0
"Sudan","Government/territory",109,"Africa (excl MENA)",1060,1,22437,836,1,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",875,1,32326,927,1,0,0,2
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",876,1,12915,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",880,1,45352,927,0,0,0,1
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",855,1,4747,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",851,1,8121,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",749,1,7533,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",853,1,193468,927,1,1,0,3
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",751,1,16745,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",753,1,11493,927,0,0,0,1
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",754,1,14336,927,0,0,0,2
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",755,1,9285,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",748,1,3203,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",699,1,4448,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",1065,1,3203,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",350,1,198063,927,1,1,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",94,1,7240,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",90,1,14996,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",91,1,14273,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",92,1,27916,927,0,0,0,0
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",905,1,11057,927,0,0,0,1
"Sudan/Darfur","Government/territory",21,"Africa (excl MENA)",647,1,15393,927,0,1,0,1
"Tajikistan","Government",116,"Europe and Eurasia",211,1,2548,876,0,0,0,1
"Tajikistan","Government",116,"Europe and Eurasia",435,1,1846,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",388,1,8439,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",519,1,7574,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",515,1,6462,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",555,1,6032,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",558,1,3273,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",514,1,9866,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",429,1,2768,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",549,1,8677,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",219,1,1797,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",430,1,2125,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",428,1,4466,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",516,1,4476,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",239,1,7506,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",432,1,2298,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",517,1,3369,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",521,1,3623,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",518,1,3862,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",585,1,10290,876,0,0,0,0
"Tajikistan","Government",116,"Europe and Eurasia",257,1,4023,876,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",684,1,1828,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",685,1,13012,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",692,1,13412,905,0,0,0,1
"Uganda","Government",120,"Africa (excl MENA)",694,1,10488,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",695,1,11345,905,0,1,0,2
"Uganda","Government",120,"Africa (excl MENA)",667,1,11122,905,0,0,0,2
"Uganda","Government",120,"Africa (excl MENA)",757,1,2038,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",892,1,1905,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",137,1,18769,905,0,0,0,2
"Uganda","Government",120,"Africa (excl MENA)",888,1,14798,905,0,1,0,0
"Uganda","Government",120,"Africa (excl MENA)",891,1,2764,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",889,1,2929,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",890,1,6642,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",262,1,6884,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",649,1,7222,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",1719,1,7831,905,0,0,0,0
"Uganda","Government",120,"Africa (excl MENA)",397,1,5310,905,0,0,0,0
"Yemen","Government",123,"Middle East and North Africa",1434,1,627,941,0,0,0,0
"Yemen","Government",123,"Middle East and North Africa",1433,1,2125,941,0,0,0,2
"Yemen","Government/territory",122,"Middle East and North Africa",250,1,1210,885,0,0,0,0
